scientificName,PopulationSize.range
Gephyromantis silvanus,NA
Gephyromantis spiniferus,NA
Gephyromantis striatus,NA
Gephyromantis tandroka,NA
Mantidactylus tricinctus,NA
Gephyromantis webbi,NA
Mantidactylus zolitschka,NA
Anodonthyla montana,NA
Madecassophryne truebae,NA
Cophyla alticola,NA
Cophyla mavomavo,NA
Cophyla milloti,NA
Cophyla occultans,NA
Cophyla tetra,NA
Plethodontohyla brevipes,NA
Scaphiophryne boribory,NA
Scaphiophryne gottlebei,NA
Scaphiophryne marmorata,NA
Anilany helenae,NA
Stumpffia pygmaea,NA
Stumpffia roseifemoralis,NA
Boophis sambirano,NA
Mantidactylus bourgati,NA
Mantidactylus delormei,NA
Cophyla maharipeo,NA
Cophyla noromalalae,NA
Cophyla puellarum,NA
Potamonautes gerdalensis,NA
Potamonautes mutandensis,NA
Rhinolophus proconsulis,NA
Afrixalus dorsimaculatus,NA
Afrixalus sylvaticus,NA
Kassina jozani,NA
Mertensophryne howelli,NA
Mertensophryne usambarae,NA
Phrynobatrachus ungujae,NA
Murina balaensis,NA
Aglyptodactylus australis,NA
Magnolia nuevoleonensis,NA
Leptobrachella sola,NA
Atelognathus reverberii,NA
Odorrana indeprensa,NA
Megophrys synoria,NA
Philautus cardamonus,NA
Megophrys auralensis,NA
Rusa unicolor,NA
Ophioblennius clippertonensis,NA
Thalassoma robertsoni,NA
Xyrichtys wellingtoni,NA
Corylus colchica,NA
Pristimantis alalocophus,NA
Strabomantis anatipes,NA
Pristimantis actinolaimus,NA
Pristimantis acutirostris,NA
Pristimantis affinis,NA
Rhaebo colomai,900
Atopophrynus syntomopus,NA
Pristimantis cristinae,NA
Bolitoglossa capitana,NA
Pristimantis colomai,NA
Strabomantis cadenai,NA
Pristimantis calcaratus,NA
Pristimantis bernali,0-49
Pristimantis bicolor,NA
Pristimantis bellona,NA
Pristimantis bacchus,NA
Pristimantis angustilineatus,NA
Pristimantis helvolus,NA
Pristimantis hernandezi,NA
Pristimantis hybotragus,NA
Strabomantis ingeri,NA
Pristimantis gracilis,NA
Pristimantis fallax,NA
Pristimantis diaphonus,0-49
Pristimantis delicatus,NA
Pristimantis elegans,NA
Pristimantis dorsopictus,NA
Tachiramantis douglasi,NA
Pristimantis mnionaetes,NA
Pristimantis molybrignus,0-49
Strabomantis necopinus,NA
Pristimantis mars,NA
Pristimantis maculosus,NA
Pristimantis merostictus,NA
Pristimantis lichenoides,NA
Pristimantis lemur,NA
Pristimantis loustes,NA
Pristimantis juanchoi,NA
Pristimantis jorgevelosai,NA
Pristimantis johannesdei,NA
Pristimantis jaimei,NA
Niceforonia latens,NA
Pristimantis lasalleorum,NA
Pristimantis kelephus,NA
Nymphargus armatus,1-49
Allobates ignotus,NA
Pristimantis polychrus,NA
Cochranella megistra,NA
Pristimantis platychilus,NA
Nymphargus luminosus,NA
Nymphargus ruizi,NA
Nymphargus rosada,NA
Sachatamia punctulata,NA
Nymphargus prasinus,NA
Pristimantis rosadoi,NA
Pristimantis renjiforum,NA
Cochranella xanthocheridia,NA
Rhinella rostrata,NA
Rhinella ruizi,NA
Bolitoglossa guaneae,NA
Rhinella tenrec,NA
Pristimantis parectatus,NA
Centrolene quindianum,NA
Rulyrana adiazeta,NA
Ikakogi tayrona,NA
Centrolene petrophilum,NA
Pristimantis tribulosus,NA
Pristimantis torrenticola,NA
Pristimantis viridis,NA
Pristimantis viridicans,NA
Osornophryne talipes,NA
Osornophryne percrassa,NA
Rhinella nicefori,NA
Pristimantis veletis,NA
Rhinella lindae,NA
Rhinella macrorhina,NA
Pristimantis scolodiscus,NA
Pristimantis scoloblepharus,NA
Pristimantis satagius,NA
Pristimantis ruthveni,NA
Pristimantis ruedai,NA
Strabomantis ruizi,NA
Pristimantis supernatis,NA
Pristimantis suetus,NA
Pristimantis spilogaster,NA
Pristimantis simoteriscus,NA
Andinobates virolinensis,NA
Andinobates viridis,0-49
Phyllobates bicolor,NA
Phyllobates terribilis,NA
Hyloxalus vergeli,NA
Pristimantis xylochobates,0-49
Geobatrachus walkeri,NA
Hyloxalus ruizi,NA
Oophaga occultator,NA
Silverstoneia dalyi,NA
Andinobates bombetes,NA
Hyloxalus edwardsi,NA
Hyloxalus fascianigrus,250-1000
Colostethus mertensi,NA
Niceforonia adenobrachia,NA
Hyalinobatrachium esmeralda,NA
Gastrotheca bufona,NA
Gastrotheca antomia,0-49
Cryptobatrachus boulengeri,NA
Hemiphractus johnsoni,NA
Gastrotheca trachyceps,NA
Hyloscirtus callipeza,NA
Hyloscirtus lynchi,NA
Hyloscirtus pantostictus,NA
Hyloscirtus simmonsi,NA
Atelopus marinkellei,NA
Bolitoglossa tatamae,NA
Andinobates daleswansoni,NA
Andinobates cassidyhornae,NA
Cryptobatrachus ruthveni,NA
Colostethus ucumari,NA
Pleurodema somuncurense,NA
Chiasmocleis lacrimae,NA
Magnolia tiepii,NA
Martes gwatkinsii,1000
Litoria raniformis,NA
Pleurodeles nebulosus,NA
Leptobrachium ngoclinhense,NA
Pseudophilautus wynaadensis,NA
Alytes dickhilleni,NA
Rhacophorus calcadensis,NA
Neurergus crocatus,NA
Raorchestes tinniens,NA
Pseudoeurycea kuautli,NA
Leptobrachella pluvialis,NA
Duttaphrynus microtympanum,NA
Pteropus niger,37700
Salamandra lanzai,NA
Lyciasalamandra luschani,NA
Duttaphrynus beddomii,NA
Amolops splendissimus,NA
Chioglossa lusitanica,NA
Lyciasalamandra antalyana,NA
Bombina pachypus,NA
Neurergus microspilotus,NA
Amolops vitreus,NA
Sylvirana faber,NA
Polyspora gioii,1-49
Theloderma ryabovi,NA
Theloderma petilum,NA
Atelopus flavescens,NA
Boreathelphusa uglowi,NA
Leptopelis grandiceps,NA
Phrynobatrachus pakenhami,NA
Rhacophorus calcaneus,NA
Amolops cucae,NA
Gazella arabica,5000-7000
Mus mayori,NA
Solisorex pearsoni,NA
Tylototriton vietnamensis,NA
Magnolia fansipanensis,1-50
Magnolia viridipetala,50-100
Magnolia sapaensis,NA
Magnolia sulawesiana,NA
Atelopus seminiferus,NA
Rhinella chavin,NA
Rhinella vellardi,NA
Truebella tothastes,NA
Hyloxalus sylvaticus,NA
Hyloxalus azureiventris,NA
Ranitomeya fantastica,NA
Ameerega bassleri,NA
Ameerega pongoensis,NA
Ameerega rubriventris,NA
Ameerega silverstonei,NA
Gastrotheca ochoai,NA
Gastrotheca pacchamama,NA
Gastrotheca rebeccae,NA
Gastrotheca stictopleura,NA
Callimedusa baltea,NA
Telmatobius brachydactylus,NA
Ceratophrys stolzmanni,5000-9999
Niceforonia araiodactyla,NA
Pristimantis ardalonychus,NA
Pristimantis ceuthospilus,NA
Pristimantis cosnipatae,1-49
Pristimantis petrobardus,NA
Pristimantis pinguis,NA
Pristimantis rhodoplichus,NA
Pristimantis rufioculis,NA
Pristimantis schultei,NA
Pristimantis serendipitus,NA
Psychrophrynella bagrecito,NA
Phrynopus barthlenae,NA
Bryophryne cophites,NA
Phrynopus dagmarae,NA
Phrynopus heimorum,NA
Phrynopus horstpauli,NA
Phrynopus juninensis,NA
Phrynopus kauneorum,NA
Niceforonia lucida,NA
Phrynopus montium,NA
Lynchius nebulanastes,NA
Lynchius parkeri,NA
Phrynopus peruanus,NA
Noblella lynchi,NA
Telmatobius atahualpai,NA
Telmatobius rimac,NA
Oreobates lundbergi,NA
Gastrotheca atympana,NA
Pristimantis ornatus,NA
Nymphargus mixomaculatus,NA
Pristimantis albertus,NA
Pristimantis wagteri,NA
Oreobates ayacucho,NA
Pristimantis cordovae,NA
Pristimantis pardalinus,NA
Atelopus epikeisthos,NA
Atelopus oxapampae,NA
Ameerega pepperi,NA
Centrolene sabini,NA
Gastrotheca nebulanastes,NA
Gastrotheca phelloderma,NA
Boana gladiator,NA
Noblella madreselva,NA
Pseudophilautus decoris,NA
Indosylvirana aurantiaca,NA
Equus grevyi,1956
Potamonautes subukia,NA
Abies nebrodensis,25
Fejervarya murthii,NA
Fejervarya nilagirica,NA
Leptobrachella isos,NA
Uperodon mormorata,NA
Uperodon triangularis,NA
Encephalartos woodii,0
Chirixalus trilaksonoi,NA
Rohanixalus nauli,NA
Otomops harrisoni,NA
Eudiscoderma thongareeae,NA
Rhinopoma hadramauticum,150
Rhinolophus belligerator,NA
Alexteroon jynx,NA
Arlequinus krebsi,NA
Astylosternus fallax,NA
Astylosternus laurenti,NA
Astylosternus perreti,NA
Astylosternus schioetzi,NA
Cardioglossa alsco,NA
Cardioglossa schioetzi,NA
Hyperolius leleupi,NA
Limnonectes kenepaiensis,NA
Werneria iboundji,NA
Werneria preussi,NA
Werneria tandyi,NA
Leptodactylodon albiventris,NA
Leptodactylodon ornatus,NA
Leptodactylodon polyacanthus,NA
Leptodactylodon stevarti,NA
Leptodactylodon ventrimarmoratus,NA
Leptodactylodon wildi,NA
Nothofagus stylosa,NA
Nothofagus nuda,NA
Nothofagus crenata,NA
Xenopus itombwensis,NA
Astacoides betsileoensis,NA
Astacoides caldwelli,NA
Astacoides hobbsi,NA
Astacoides crosnieri,NA
Pinus cernua,NA
Amentotaxus yunnanensis,NA
Trichechus senegalensis,10000
Camellia azalea,840-1039
Limnogale mergulus,NA
Microgale dryas,NA
Microgale jenkinsae,NA
Microgale monticola,NA
Microgale nasoloi,NA
Equus ferus,178
Balantiopteryx infusca,NA
Neofelis diardi,4500
Neofelis nebulosa,NA
Dinaromys bogdanovi,NA
Staurois parvus,NA
Dama mesopotamica,NA
Atelopus balios,NA
Atelopus exiguus,50-249
Atelopus guanujo,0-49
Atelopus ignescens,27-249
Atelopus mindoensis,0-49
Atelopus nanay,NA
Atelopus nepiozomus,NA
Atelopus palmatus,NA
Atelopus planispina,0-49
Atelopus onorei,0-49
Dacrydium nausoriense,NA
Rhombophryne botabota,NA
Rhombophryne savaka,NA
Juniperus cedrus,600
Bos mutus,7500-9999
Pan paniscus,NA
Neotamias bulleri,NA
Moschus berezovskii,NA
Odontaspis ferox,NA
Hemitrygon fluviorum,NA
Hemitrygon laosensis,NA
Fontitrygon garouaensis,NA
Fontitrygon margarita,NA
Fontitrygon ukpam,NA
Fluvitrygon oxyrhynchus,NA
Fluvitrygon signifer,NA
Pateobatis fai,NA
Pateobatis hortlei,NA
Urogymnus polylepis,NA
Fluvitrygon kittipongi,NA
Boophis boehmei,NA
Boophis brachychir,NA
Boophis rhodoscelis,NA
Magnolia neomagnifolia,NA
Hyperolius dintelmanni,NA
Phrynopus daemon,NA
Rhinella yunga,NA
Lycalopex fulvipes,659-2499
Pristimantis pulchridormientes,NA
Pithecopus ayeaye,NA
Sclerophrys urunguensis,NA
Carcharhinus leiodon,NA
Torpedo adenensis,NA
Acroteriobatus variegatus,NA
Halaelurus boesemani,NA
Torpedo suessii,NA
Aetomylaeus milvus,NA
Maculabatis arabica,NA
Ailurus fulgens,NA
Araucaria goroensis,2000
Gerbillus hoogstraali,NA
Tupaia chrysogaster,NA
Magnolia mindoensis,NA
Pyrenaria buisanensis,35-40
Urocitellus townsendii,NA
Crocidura mdumai,NA
Dryophytes suweonensis,500-600
Crocodylus rhombifer,"3000-5000,4000"
Catopuma badia,2200
Mammillaria schwarzii,999
Magnolia sargentiana,20000
Leptobrachella firthi,NA
Pyrenaria cherrapunjeana,8
Encephalartos sclavoi,1-49
Johora singaporensis,NA
Leptodactylus peritoaktites,NA
Polyspora scortechinii,NA
Platymantis paengi,NA
Ichthyophis weberi,NA
Ansonia latidisca,NA
Rhacophorus indonesiensis,NA
Alticola montosa,NA
Bettongia tropica,5000-10000
Biswamoyopterus biswasi,NA
Bunomys prolatus,NA
Chiropodomys karlkoopmani,NA
Crocidura ansellorum,NA
Crocidura eisentrauti,NA
Crocidura lanosa,NA
Crocidura lucina,NA
Crocidura phaeura,NA
Crocidura telfordi,NA
Crocidura thomensis,NA
Crocidura andamanensis,NA
Crocidura hispida,NA
Crocidura jenkinsi,NA
Crocidura nicobarica,NA
Crocidura bottegoides,NA
Crocidura harenna,NA
Dasymys montanus,NA
Eropeplus canus,NA
Grammomys gigas,NA
Grammomys minnae,NA
Hybomys basilii,NA
Hybomys lunaris,NA
Hylomyscus baeri,NA
Hyosciurus ileile,NA
Iomys sipora,NA
Isoodon auratus,30000
Komodomys rintjanus,NA
Lamottemys okuensis,NA
Macrotarsomys ingens,NA
Marmosa xerophila,NA
Maxomys inflatus,NA
Maxomys pagensis,NA
Maxomys wattsi,NA
Melomys aerosus,NA
Myosorex geata,NA
Myosorex okuensis,NA
Myosorex rumpii,NA
Neopteryx frosti,2000-2500
Niviventer hinpoon,NA
Octodon bridgesi,NA
Panthera leo,23000-39000
Paraxerus vincenti,NA
Paulamys naso,NA
Petinomys genibarbis,NA
Petinomys vordermanni,NA
Pithecheir melanurus,NA
Platacanthomys lasiurus,NA
Praomys hartwigi,NA
Praomys morio,NA
Pseudomys oralis,5000
Pteropus ocularis,NA
Rattus hainaldi,NA
Rattus hoogerwerfi,NA
Rattus lugens,NA
Rattus palmarum,NA
Rattus ranjiniae,NA
Rattus simalurensis,NA
Rattus stoicus,NA
Ruwenzorisorex suncoides,NA
Suncus dayi,NA
Suncus mertensi,NA
Sundasciurus fraterculus,NA
Sylvisorex morio,NA
Tachyoryctes macrocephalus,NA
Tragelaphus buxtoni,1500-2500
Tupaia nicobarica,NA
Praomys obscurus,NA
Sylvisorex camerunensis,NA
Desmomys yaldeni,NA
Lophuromys dieterleni,NA
Pristimantis festae,NA
Melomys talaudium,NA
Nesomys lambertoni,NA
Congosorex phillipsorum,NA
Vandeleuria nilagirica,NA
Niviventer cameroni,NA
Rattus satarae,NA
Alticola olchonensis,NA
Melomys caurinus,NA
Cosmocampus balli,NA
Pseudomys australis,5000-20000
Acerodon humilis,NA
Thomasomys eleusis,NA
Betula klokovii,50
Ceylonthelphusa cavatrix,NA
Lontra felina,NA
Meiacanthus abruptus,NA
Monachus monachus,350-450
Carcharhinus falciformis,NA
Carpinus langaoensis,12
Chinchilla lanigera,5350
Caretta caretta,NA
Adenomera lutzi,NA
Anomaloglossus kaiei,NA
Pongo tapanuliensis,NA
Acharagma roseanum,NA
Brasilicereus markgrafii,NA
Cipocereus bradei,NA
Arrojadoa dinae,NA
Arthrocereus melanurus,NA
Discocactus bahiensis,NA
Discocactus horstii,NA
Astrophytum asterias,5000
Disocactus phyllanthoides,NA
Echinocereus mapimiensis,NA
Eriosyce napina,NA
Eriosyce taltalensis,700
Cylindropuntia anteojoensis,NA
Astrophytum ornatum,NA
Eriosyce rodentiophila,NA
Echinocereus pulchellus,9500
Eriosyce recondita,999
Echinopsis ancistrophora,NA
Echinocereus maritimus,NA
Echinopsis famatinensis,NA
Corryocactus erectus,NA
Echinopsis albispinosa,NA
Discocactus boliviensis,NA
Eriosyce senilis,NA
Echinopsis thelegona,NA
Echinopsis terscheckii,NA
Cereus vargasianus,NA
Eriosyce confinis,NA
Echinopsis chrysantha,NA
Astrophytum coahuilense,NA
Cylindropuntia santamaria,NA
Eriosyce odieri,NA
Echinopsis backebergii,NA
Copiapoa megarhiza,NA
Austrocylindropuntia lagopus,NA
Browningia altissima,NA
Cereus pierre-braunianus,NA
Echinopsis thelegonoides,NA
Cephalocereus totolapensis,NA
Cephalocereus nizandensis,400-999
Brasilicereus estevesii,NA
Mammillaria berkiana,NA
Mammillaria luethyi,NA
Micranthocereus albicephalus,NA
Melocactus pachyacanthus,NA
Melocactus violaceus,NA
Facheiroa cephaliomelana,NA
Espostoopsis dybowskii,NA
Lophophora diffusa,3000
Mammillaria bombycina,NA
Gymnocalycium paraguayense,NA
Mila caespitosa,NA
Mammillaria schiedeana,NA
Mammillaria oteroi,2500-10000
Melocactus salvadorensis,NA
Mammillaria deherdtiana,NA
Mammillaria pringlei,NA
Ferocactus herrerae,NA
Lophophora williamsii,NA
Neobuxbaumia euphorbioides,NA
Mammillaria bocensis,NA
Hylocereus minutiflorus,NA
Mammillaria longimamma,NA
Ferocactus wislizeni,NA
Mammillaria armillata,NA
Mammillaria jaliscana,NA
Matucana paucicostata,NA
Mammillaria multidigitata,NA
Ferocactus macrodiscus,NA
Matucana oreodoxa,NA
Mammillaria eriacantha,NA
Mammillaria petrophila,NA
Leptocereus paniculatus,NA
Frailea schilinzkyana,NA
Hatiora gaertneri,NA
Ferocactus robustus,NA
Matucana krahnii,NA
Mammillaria carretii,NA
Gymnocalycium uruguayense,NA
Escobaria robbinsorum,NA
Ferocactus tiburonensis,NA
Mammillaria tayloriorum,NA
Mammillaria halei,NA
Frailea gracillima,NA
Mammillaria perbella,NA
Ferocactus fordii,NA
Frailea phaeodisca,NA
Neobuxbaumia polylopha,NA
Hylocereus stenopterus,NA
Melocactus schatzlii,NA
Gymnocalycium marianae,500
Pseudoacanthocereus brasiliensis,9999
Rhipsalis russellii,NA
Rhipsalis oblonga,NA
Rhipsalis pilocarpa,NA
Schlumbergera microsphaerica,NA
Schlumbergera opuntioides,NA
Pierrebraunia bahiensis,NA
Pilosocereus aureispinus,NA
Tacinga braunii,NA
Turbinicarpus valdezianus,9999
Turbinicarpus saueri,NA
Parodia concinna,NA
Parodia langsdorfii,NA
Pachycereus gatesii,NA
Parodia ottonis,NA
Peniocereus oaxacensis,NA
Pereskia marcanoi,NA
Peniocereus castellae,9500
Opuntia schumannii,NA
Parodia neoarechavaletae,NA
Peniocereus chiapensis,NA
Parodia oxycostata,NA
Parodia fusca,NA
Parodia schumanniana,NA
Strombocactus disciformis,NA
Peniocereus cuixmalensis,9500
Pachycereus militaris,9000
Pereskia zinniiflora,NA
Weberocereus tonduzii,NA
Selenicereus murrillii,2400
Parodia turecekiana,NA
Schlumbergera truncata,NA
Pereskia portulacifolia,NA
Pilosocereus parvus,NA
Peniocereus fosterianus,250-999
Peniocereus tepalcatepecanus,9500
Parodia alacriportana,NA
Peniocereus rosei,9500
Pachycereus grandis,NA
Parodia scopa,NA
Parodia haselbergii,NA
Weberocereus bradei,NA
Sclerocactus sileri,NA
Parodia glaucina,NA
Parodia permutata,NA
Coryphantha hintoniorum,NA
Stenocereus alamosensis,NA
Procambarus horsti,NA
Pediocactus knowltonii,NA
Ailuropoda melanoleuca,500-1000
Atelopus sernai,0-49
Ansonia guibei,NA
Leptobrachella palmata,NA
Orcaella brevirostris,NA
Pontoporia blainvillei,NA
Sousa teuszii,1500
Tremarctos ornatus,2500-10000
Sus barbatus,NA
Orcaella heinsohni,9000-10000
Cryptotis meridensis,NA
Cryptotis griseoventris,NA
Sousa chinensis,NA
Crocidura usambarae,NA
Oryzomys gorgasi,NA
Pongo abelii,NA
Helarctos malayanus,NA
Pongo pygmaeus,NA
Lachnolaimus maximus,NA
Ansonia smeagol,NA
Pristimantis bounides,NA
Phrynopus inti,NA
Hypogeophis brevis,NA
Amolops minutus,NA
Pteralopex pulchra,0-50
Hippocampus comes,NA
Afrocarpus mannii,NA
Pristimantis phragmipleuron,0-49
Pan troglodytes,NA
Euryoryzomys lamia,NA
Barbourula kalimantanensis,NA
Atelopus pulcher,NA
Telmatobius intermedius,NA
Dalatias licha,NA
Chilonatalus micropus,NA
Myotis grisescens,NA
Myotis leibii,NA
Myotis lucifugus,NA
Perimyotis subflavus,NA
Dipodomys ingens,NA
Dipodomys nitratoides,NA
Dipodomys stephensi,NA
Cynomys parvidens,NA
Cryptotis nelsoni,NA
Cryptotis magna,NA
Sorex macrodon,NA
Sorex stizodon,NA
Sorex sclateri,NA
Handleyomys chapmani,NA
Geoxus annectens,NA
Sigmodon alleni,NA
Peromyscus guardia,NA
Peromyscus stephani,NA
Peromyscus mekisturus,0-50
Thomasomys hylophilus,NA
Thomasomys hudsoni,NA
Habromys schmidlyi,NA
Habromys ixtlani,NA
Habromys simulatus,50
Gyldenstolpia fronto,NA
Mycteroperca fusca,NA
Hyporthodus niveatus,NA
Epinephelus striatus,NA
Mycteroperca microlepis,NA
Epinephelus morio,NA
Hyporthodus flavolimbatus,NA
Mycteroperca interstitialis,NA
Kalophrynus yongi,NA
Oryx beisa,11000-13000
Balaenoptera physalus,100000
Inia geoffrensis,NA
Cochranella euhystrix,NA
Platymantis spelaeus,NA
Platymantis levigatus,NA
Platymantis subterrestris,NA
Limnonectes diuatus,NA
Platymantis sierramadrensis,NA
Sanguirana igorota,NA
Philautus everetti,NA
Nothofagus cunninghamii,NA
Centroscymnus owstonii,NA
Scymnodon plunketi,NA
Pristimantis apiculatus,NA
Gastrotheca orophylax,NA
Telmatobius macrostomus,NA
Boana palaestes,NA
Atelopus andinus,NA
Atelopus erythropus,0-49
Atelopus peruensis,0-49
Nannophryne cophotis,0-49
Rhinella nesiotes,NA
Centrolene hesperium,NA
Nymphargus phenax,NA
Excidobates captivus,NA
Excidobates mysteriosus,NA
Pristimantis simonsii,NA
Atelopus eusebiodiazi,0-49
Hyloxalus insulatus,NA
Ranitomeya summersi,NA
Atelopus podocarpus,0-49
Boana tetete,NA
Hyalinobatrachium anachoretus,NA
Kalophrynus palmatissimus,NA
Limnonectes nitidus,NA
Pulchrana centropeninsularis,NA
Leptobrachella kecil,NA
Philautus cornutus,NA
Nothofagus womersleyi,NA
Nothofagus macrocarpa,NA
Nothofagus moorei,NA
Dendropsophus gryllatus,NA
Hyloscirtus staufferorum,NA
Epinephelus akaara,NA
Epinephelus albomarginatus,NA
Mycteroperca jordani,NA
Mycteroperca olfax,NA
Epinephelus marginatus,NA
Epinephelus fuscoguttatus,NA
Epinephelus polyphekadion,NA
Hyporthodus acanthistius,NA
Epinephelus bruneus,NA
Hyloscirtus diabolus,NA
Nautilothelphusa zimmeri,NA
Parathelphusa ferruginea,NA
Parathelphusa pantherina,NA
Syntripsa flavichela,NA
Syntripsa matannensis,NA
Micropotamogale lamottei,NA
Gastrotheca oresbios,NA
Pulchrana mangyanum,NA
Oreophryne celebensis,NA
Oreophryne monticola,NA
Oreophryne variabilis,NA
Limnonectes arathooni,NA
Chalcorana macrops,NA
Philautus jacobsoni,0-49
Rhacophorus monticola,NA
Microhyla orientalis,NA
Rhacophorus bengkuluensis,NA
Bradypodion thamnobates,NA
Bradypodion caeruleogula,NA
Bradypodion caffer,NA
Urocitellus endemicus,NA
Plectropomus marisrubri,NA
Balaenoptera borealis,50000
Mammillaria hernandezii,250-499
Gorilla gorilla,NA
Giraffa camelopardalis,68293
Hyloscirtus antioquia,NA
Gastrotheca excubitor,NA
Hyloscirtus tigrinus,NA
Gracixalus jinxiuensis,NA
Juniperus brevifolia,NA
Micrixalus saxicola,NA
Theloderma bicolor,NA
Saiga tatarica,123450-124200
Ceuthomantis smaragdinus,NA
Telmatobius rubigo,NA
Telmatobius peruvianus,NA
Ameerega planipaleae,NA
Squatina occulta,NA
Isurus oxyrinchus,NA
Leptophryne cruentata,1-249
Gastrotheca christiani,NA
Crocidura canariensis,NA
Telmatobius pisanoi,NA
Isurus paucus,NA
Phrynobatrachus danko,NA
Arthroleptis langeri,NA
Sclerophrys villiersi,NA
Hyperolius bobirensis,NA
Hyperolius nienokouensis,NA
Hyperolius torrentis,NA
Phrynobatrachus steindachneri,NA
Cercopithecus sclateri,NA
Cercopithecus dryas,100-250
Hoolock leuconedys,NA
Dasyuroides byrnei,5000
Ailurops ursinus,NA
Phalanger matabiru,NA
Petrogale persephone,NA
Dendrolagus scottae,200
Thylogale calabyi,NA
Microperoryctes murina,NA
Microperoryctes aplini,NA
Neoromicia malagasyensis,NA
Mesocapromys auritus,600-1320
Mesocapromys sanfelipensis,0-99
Voalavo antsahabensis,NA
Mystromys albicaudatus,6997-13648
Megadendromus nikolausi,NA
Prosciurillus weberi,NA
Myosorex kihaulei,NA
Crocidura manengubae,NA
Mindomys hammondi,NA
Tylomys bullaris,10-50
Tylomys tumbalensis,NA
Melanomys zunigae,NA
Rhagomys rufescens,NA
Peromyscus mayensis,NA
Neomicroxus latebricola,NA
Phaenomys ferrugineus,NA
Sundamys maxi,NA
Mus famulus,NA
Mus fernandoni,NA
Kadarsanomys sodyi,NA
Hybomys badius,NA
Rhynchomys isarogensis,NA
Tarsomys echinatus,NA
Ansonia echinata,NA
Occidozyga tompotika,NA
Tapirus terrestris,NA
Bunolagus monticularis,157-207
Caprolagus hispidus,NA
Ochotona koslowi,NA
Ochotona iliensis,NA
Nesolagus timminsi,NA
Alsodes neuquensis,NA
Cryptotis aroensis,NA
Bubalus arnee,2500
Paruwrobates andinus,0-49
Rhaebo olallai,NA
Atelopus angelito,0-49
Atelopus pachydermus,0-49
Ectopoglossus isthminus,NA
Oophaga vicentei,NA
Pipa myersi,NA
Ecnomiohyla rabborum,NA
Gastrotheca lojana,NA
Philautus longicrus,NA
Myersiohyla liliae,NA
Rhinolophus mabuensis,NA
Carcharhinus dussumieri,NA
Cephaloscyllium albipinnum,NA
Squalus chloroculus,NA
Squalus montalbani,NA
Urolophus bucculentus,NA
Urolophus orarius,NA
Urolophus sufflavus,NA
Urolophus viridis,NA
Carcharhinus tjutjot,NA
Phrynobatrachus njiomock,NA
Alsodes vanzolinii,NA
Eupsophus insularis,NA
Alsodes pehuenche,NA
